id|Autor/a|Obra|Fecha de estreno|Dirección|Compañía|Festivales|Lugar de estreno|fechaFormat
326|Miguel de Cervantes|Numancia |9 de abril de 2011|José Luis Arellano García|Joven Compañía de Teatro de Parla|nan|Teatro de la Casa de la Juventud de Parla (Madrid)|0-00-00
327|Miguel de Cervantes|Cipión de Berganza (incluye los entremeses: El viejo celoso, El vizcaíno fingido y Los habladores)|nan|Carlos Fernández de Castro|Tiempolírico|nan|nan|0-00-00
328|Miguel de Cervantes|Don Quijote|13 de diciembre de 2012|Ángel Gutierrez|Teatro de Cámara Chéjov|Festival UNIR Alumni|Sala Gonzalo de Berceo de Logroño (La Rioja)|0-00-00
329|Miguel de Cervantes|El coloquio de los perros|nan|Emilio del Valle|Producciones Inconstantes|nan|nan|0-00-00
330|Miguel de Cervantes|El viejo celoso|nan|Miguel Fresneda|Cambaluz Teatro|nan|nan|0-00-00
331|Miguel de Cervantes|Entremeses|9 de noviembre de 2012|Del Colectivo|Zamamur Producciones |nan|Gran Teatro de Cáceres (Extremadura)|0-00-00
332|Miguel de Cervantes|Gaudeamus|nan|Jaime Santos|La Chana Teatro|nan|nan|0-00-00
333|Miguel de Cervantes|Don Quijote, Yo soy don Quijote, Yo soy Don Quijote de La Mancha|5 de julio de 2012|Luis Bermejo|Metrópolis Teatro|Festival de Teatro Clásico de Almagro|Antigua Universidad Renacentista de Almagro (Ciudad Real)|0-00-00
334|Miguel de Cervantes|El coloquio de los perros |26 de marzo de 2013|Ramón Fontserè|CNTC, Els Joglars|nan|Teatro Pavón de Madrid|0-00-00
335|Miguel de Cervantes|El coloquio de los perros|nan|Tagore González y David Orrico|Amanece Teatro|nan|nan|0-00-00
336|Miguel de Cervantes|Don Quijote de la Mancha, Don Quijote|7 de abril de 2014|José Luis Gómez|Centro Dramático Nacional, CDN|nan|Teatro Pavón de Madrid|0-00-00
337|Miguel de Cervantes|El coloquio de los perros|17 de junio de 2014|Ma Zhenghong y Alejandro González Puche|Laboratorio Escénico Univalle|Festival Internacional de Teatro Clásico|Teatro Municipal de Almagro (Ciudad Real)|0-00-00
338|Miguel de Cervantes|Entremeses: La cueva de Salamanca, El viejo celoso y El retablo de las maravillas|nan|José Luis Gómez|Teatro de la Abadía|Festival Clásicos en Alcalá|nan|0-00-00
339|Miguel de Cervantes|Don Quijote, Las locas historias de Don Quijote de La Mancha|22 de diciembre de 2014|Eva Rodríguez|Universalmix teatro|nan|Centro Cultural La Vaguada de Madrid|0-00-00
340|Miguel de Cervantes|El cerco de Numancia|19 de agosto de 2015|Paco Carrillo|Verbo Producciones|Festival Internacional de Teatro Clásico|Teatro Romano de Mérida (Badajoz)|0-00-00
341|Miguel de Cervantes|Don Quijote, El sueño del Quijote|18 de octubre de 2015|César Deneken|El Jinete Verde|nan|Teatro Villamarta de Jerez de la Frontera (Cádiz)|0-00-00
342|Miguel de Cervantes|Ingenius gentleman don Quixote of La Mancha|nan|Ian Nicholson|Little Soldier Productions|nan|nan|0-00-00
343|Miguel de Cervantes|La española inglesa. Las dos doncellas; Novelas ejemplares|nan|Gonzala Martín Scherman|Factoría Teatro S. L|nan|nan|0-00-00
344|Miguel de Cervantes|Quijote, el vértigo de Sancho; Kixote;|9 de enero de 2015|José Ramón Martínez|Markeliñe|nan|Zornotza Aretoa de Amorebieta-Etxano, Vizcaya (País Vasco)|0-00-00
345|Miguel de Cervantes|Quijote aventuras|14 de noviembre de 2015|Severiano García Noda|Delirium Teatro|nan|Auditorio Capitol de Tacoronte, Sanra Cruz de Tenerife (Islas Canarias)|0-00-00
346|Miguel de Cervantes|El coloquio de los perros|26 de julio de 2016|Gastón Borges|Lacoz|Festival Almagro Off|Teatro La Veleta de Almagro (Ciudad Real)|0-00-00
347|Miguel de Cervantes|El retablo de las maravillas|30 de enero de 2016|Francisco Negro|Morfeo Teatro Clásico|nan|Teatro Principal de Burgos (Castilla y León)|0-00-00
348|Miguel de Cervantes|El viejo celoso|nan|Adriano Iurissevich|Compañía Reymala|nan|nan|0-00-00
349|Miguel de Cervantes|La conquista de Jerusalén|nan|Juan Sanz|Antiqua Escena|nan|nan|0-00-00
350|Miguel de Cervantes|La gitanilla|26 de octubre de 2016|Paco Maciá|Arena Teatro; Compañía Ferroviaria|Festiva Medieval|Elche (Alicante)|0-00-00
351|Miguel de Cervantes|Numancia|16 de abril de 2016|Juan Carlos Pérez de la Fuente|Teatro Español|nan|Teatro Español (Madrid)|0-00-00
352|Miguel de Cervantes|Pedro de Urdemalas  |28 de julio de 2016|Denis Rafter|Joven Compañía Nacional de Teatro Clásico,  Compañía Nacional de Teatro Clásico (CNTC)|Festival Internacional de Teatro Clásico|Corral de Comedias de Almagro (Ciudad Real)|0-00-00
353|Miguel de Cervantes|Tratos|14 de septiembre de 2016|Ernesto Caballero|Centro Dramático Nacional, CDN|nan|Centro Cultural Conde Duque (mADRID)|0-00-00
354|Miguel de Cervantes|Amors & Humors|nan|Abel Folk y Pep Planas|Ilerda Antiqua|nan|nan|0-00-00
355|Miguel de Cervantes|Dos nuevois entremeses, nunca representados; La guada cuidadosa, El rufián viudo llamado Trampagos. |23 de noviembre de 2017|Ernesto Arias|Teatro de la Abadía|nan|Sala Juan de la Cruz, Teatro de La Abadía (Madrid)|0-00-00
356|Miguel de Cervantes|El rufián dichoso|13 de mayp de 2017|Rodrigo Arribas y Verónica Clausich|Fundación Siglo de Oro; Pentación, S.A; Pánico Escénico|Jornadas de Teatro del Siglo de Oro|Auditorio Municipal Maestro Padilla (Almería)|0-00-00
357|Miguel de Cervantes|Don Quijote somos todos|1 de noviembre de 2019|Carlos Martín|Teatro del Temple|nan|Palacio de Congresos de Jaca, Huesca (Aragón)|0-00-00
358|Miguel de Cervantes|El coloquio de los perros. El casamiento engañoso. Novelas ejemplares. El coloquio de los perros. |nan|Emilio del Valle|Factoría Teatro S.L |nan|nan|0-00-00
359|Miguel de Cervantes|El licenciado Vidriera|18 de abril de 2019|Cristina D. Silveira|Karlik Danza Teatro; La Nave del Duende|nan|La Nave del Deunde de Casar de Cáceres (Extremadura)|0-00-00
360|Miguel de Cervantes|Microclásicos; El juez de los divorcios|nan|Antonio León y Norton P|Corrales de Comedias S.L |nan|nan|0-00-00
361|Miguel de Cervantes|De cómo los entremeses de Cervantes no impidieron el casamiento de doña Catalina de Oviedo con el Gran Turco|nan|Juan Mortera|Teatro Margen|nan|nan|0-00-00
362|Miguel de Cervantes|Diablos, brujas y granujas|nan|Agustín Sasián|La Luciérnaga Producciones|nan|nan|0-00-00
363|Miguel de Cervantes|Don Quijote y Perrisancho|10 de marzo de 2020|Belén Sánchez Vigo|Perripato & Compañía|nan|Sala La Cochera Cabaret (Málaga)|0-00-00
364|Miguel de Cervantes|Ahora que nos dejan hablar|23 de enero de 2021|Álvaro Nogales|Mudanzas López, M. L. |nan|Corral de Comedias de Alcalá de Henares (Madrid)|0-00-00
365|Miguel de Cervantes|Numancia|12 de noviembre de 2021|Ana Zamora|Nao d´Amores,  Compañía Nacional de Teatro Clásico (CNTC)|nan|Teatro Juan Bravo de Segovia (Castilla y León)|0-00-00
366|Miguel de Cervantes|El coloquio de las perras|8 de mayo de 2021|Hernán Gené|Estudio Hernán Gené|nan|Corral de Cervantes (Plaza de toros) de Aranjuez (Madrid)|0-00-00
367|Miguel de Cervantes|Muejres imaginadas en tiempos de Cervantes|nan|Luis Alonso Prieto|Teatro Independiente Alcalaíno TIA|nan|nan|0-00-00
368|Miguel de Cervantes|Pr3cioxxa|nan|Mario Marcol|Tío Venancio|nan|nan|0-00-00
369|Miguel de Cervantes|Quixote; Quijote|nan|Laura Sarasola|Pedras de Cartón|nan|nan|0-00-00
370|Miguel de Cervantes|La guarda cuidadosa; La cueva de Salamanca|19 de junio de 2022|Javier Mañón|Corrales de Comedias Teatro|nan|Corral de Comedias de Alcalá de Henares (Madrid) |0-00-00
371|Juan de la Cueva|El príncipe tirano|13 de julio de 2006|Pepa Gamboa|Centro Andaluz de Teatro, CAT y Teatro Lope de Vega |Festival Internacional de Teatro Clásico de Almagro |Teatro Municipal de Almagro, Ciudad Real (Castilla La Mancha)|0-00-00
372|María de Zayas y Sotomayor|La traición en la amistad|10 de julio de 2003|Mariano de Paco Serrano |Mariano de Paco Serrano|nan|Claustro Mudéjar de Chinchilla, Albacete (Castilla La Mancha)|0-00-00
373|María de Zayas y Sotomayor|La traición en la amistad|16 de julio de 2019|Daniel Acebes|Diágoras Producciones|Festival de Teatro Clásico|Corrala Palacio del Caballero de Olmedo, Valladolid (Castilla y León)|0-00-00
374|María de Zayas y Sotomayor|Traspiés. Palabra para (des)aparecer |nan|Del Colectivo|Colectivo La Matrioska |nan|nan|0-00-00
375|María de Zayas y Sotomayor|Tan sabia como valerosa|26 de julio de 2020|Ignacio García|Instituto Cervantes|Festival Internacional de Teatro Clásico de Almagro |Corral de Comedias de Almagro, Ciudad Real (Castilla La Mancha)|0-00-00
376|María de Zayas y Sotomayor|Adiós, dueño mío o la tradición en la amistad|1 de mayo de 2021|Magüi Mira|Olympia Metropolitana S.A|nan|Auditorio de Torrent, Valencia (Comunidad Valenciana)|0-00-00
377|María de Zayas y Sotomayor|Autorretratos de pluma y espada; Dramaturgias del barroco en primera persona |nan|Cristina S.Silveira|Karlik Danza Teatro|Festival de Teatro Clásico de Cáceres|nan|0-00-00
378|María de Zayas y Sotomayor|Bambi vs Godzsilla|30 de junio de 2022|Luis Tausía|Compañía del Tío Venancio |Festival Iberoamericano del Siglo de Oro Clásicos en Alcalá|Centro Cultural Gilitos de Alcalá, Madrid (Comunidad de Madrid)|0-00-00
379|María de Zayas y Sotomayor|La traición 60.3|19 de mayo de 2022|Cruz Hernández|Unatarde Teatro|nan|Teatro Círculo de Valencia, Valencia (Comunidad Valenciana)|0-00-00
380|nan|nan|nan|nan|nan|nan|nan|0-00-00
381|nan|nan|nan|nan|nan|nan|nan|0-00-00
382|Lope de Rueda |Garnacho Bululo y Ñaque en la chanza del santero desollado, La carátula |1 de diciembre de 2001|Colectivo|El Capo Cómico|nan|Calle Mayor de Alcalá de Henares, Madrid (Comunidad de Madrid)|0-00-00
383|Lope de Rueda |La fiesta perpetua|19 de noviembre de 2003|Pilar Laveaga|Teatro de la Ribera|nan|Teatro Principal de Zaragoza|0-00-00
384|Lope de Rueda |Historias de Martín de Villalba.|nan|Etelvino Vázquez|Teatro del Norte|nan|nan|0-00-00
385|Lope de Rueda |El deleitoso y otras delicias|nan|Agusíin Iglesias|Teatro Guirigai|nan|nan|0-00-00
386|Lope de Rueda |Los cómicos de la legua|nan|Domingo Torres|Uno teatro|nan|nan|0-00-00
387|Lope de Rueda |Julia, Un viaje teatrástico|22 de marzo de 2012|Julio Fraga |Teatro Clásico de Sevilla |nan|Teatro Villa del Conocimiento y las Artes de Mairena del Alcor, Sevilla (Andalucía)|0-00-00
388|Lope de Rueda |La corte de los bufones: paso a paso la comedia|nan|José Uriel García Solís|La Gorgona Teatro|nan|nan|0-00-00
389|Lope de Rueda |Fiesta de farsantes. Tablado del mundo|2 de septiembre de 2021|Daniel Alonso de Santos|Pérez y Goldstein S.L; Okboomer.|Festival Clásicos en Alcalá|Teatros del Canal, Madrid (Comunidad de Madrid)|0-00-00
390|Lope de Rueda |La garnacha de los bufones|nan|Javier Mañón|Corrales de Comedias |nan|nan|0-00-00
391|Juan Ruiz de Alarcón|La verdad sospechosa|2004|Rafael Rodríguez Cabrera|2Rc Teatro|nan|nan|0-00-00
392|Juan Ruiz de Alarcón|La verdad sospechosa|2007|Claudio Hochman|Eureka Teatro|nan|nan|0-00-00
393|Juan Ruiz de Alarcón|La prueba de las promesas|2012|Carlos Corona|CNT México|Festival de Teatro Clásico de Almagro|nan|0-00-00
394|Juan Ruiz de Alarcón|La verdad sospechosa|2013|Helena Pimenta|Compañía Nacional de Teatro Clásico (CNTC)|Festival de Teatro Clásico de Almagro|Teatro de la Comedia, Madrid|0-00-00
395|Juan Ruiz de Alarcón|La cueva de Salamanca|2018|Emilio Gutiérrez Caba|Compañía Nacional de Teatro Clásico (CNTC)|Festival de Teatro Clásico de Almagro|Teatro de la Comedia, Madrid|0-00-00
396|Juan Ruiz de Alarcón|El desdichado en fingir|2019|José Uriel Garcia Solís|Colectivo Teatral de Guerrero|Festival de Teatro Clásico de Almagro|nan|0-00-00
397|Juan Ruiz de Alarcón|La monja Alférez|2022|Zaide Silvia Gutiérrez|CNT México|Festival Iberoamericano del Siglo de Oro de la Comunidad de Madrid y Festival de Teatro Clásico de Olmedo|Festival Iberoamericano del Siglo de Oro de la Comunidad de Madrid|0-00-00
398|Mira de Amescua|El esclavo del demonio|2002|Ángel Ojea|La Máquina Real|Festival de Teatro Clásico de Almagro|nan|0-00-00
399|Juan de la Cueva|El príncipe tirano|2006|Pepa Gamboa|CAT (Centro Andaluz de Teatro)|Festival de Teatro Clásico de Almagro|nan|0-00-00
400|María de Zayas y Sotomayor|La traición en la amistád|2003|Mariano de Paco Serrano|VolArte Producciones|nan|nan|0-00-00
401|María de Zayas y Sotomayor|La traición en la amistad|2019|Daniel Acebes|Diágoras Producciones|Festival de Teatro Clásico de Olmedo|nan|0-00-00
402|María de Zayas y Sotomayor|Adiós, dueño mío o La traición en la amistad|2021|Magüi Mira|Olympia Metropolitana|Festival de Teatro Clásico de Almagro|nan|0-00-00
403|María de Zayas y Sotomayor|Bambi vs Godzilla|2022|Luis Tausía|Compañía del Tío Venancio|Festival Iberoamericano del Siglo de Oro de la Comunidad de Madrid|Festival Iberoamericano del Siglo de Oro de la Comunidad de Madrid|0-00-00
404|Vélez de Guevara|La serra de La Vera|14 de junio sde 2001|Antonio Corencia|Compañía Dramatíca de Extremadura|Festival de Teatro Clásico de Cáceres|Festival de Teatro Clásico de Cáceres|0-00-00
405|Vélez de Guevara|La serrana de La Vera|marzo de 2004|María Ruiz|Compañía Nacional de Teatro Clásico (CNTC)|nan|Teatro Pavón de Madrid|0-00-00
406|Vélez de Guevara|El diablo cojuelo|12 de junio de 2019|Aitana Galán|La Radical|Festival Internacional de Teatro Clásico de Almagro|nan|0-00-00
407|Vélez de Guevara|Reinar después de morir|10 de enero de 2020|Pepa Pedroche|Compañía Nacional de Teatro Clásico (CNTC) y Compañia de Teatro de Almada|nan|Teatro de la Comedia, Madrid|0-00-00
408|Vélez de Guevara|El diablo cojuelo|21 de enero de 2022|Ester Nadal|Compañía Nacional de Teatro Clásico (CNTC), Rhum & Cia|Festival Internacional de Teatro Clásico de Almagro y Festival de Teatro Clásico de Olmedo|Valencia|0-00-00
409|Agustín Moreto|De fuera vendrá quien de casa os echará|28 de julio de 2000|Francisco Abad|Marabad Producciones Teatrales|Festival Internacional de Teatro Clásico de Almagro|Festival Internacional de Teatro Clásico de Almagro|0-00-00
410|Agustín Moreto|El lindo don Diego|12 de junio de 2001|Juan Pedro de Aguilar|Los Veranos de la Villa|Los Veranos de la Villa|Muralla Árabe de Madrid, Los Veranos de la Villa|0-00-00
411|Agustín Moreto|El lindo don Diego|26 de marzo de 2004|Eva del Palacio|Morboria Teatro|Festival Internacional de Teatro Clásico de Almagro y Festival de Teatro Clásico de Olmedo|Teatro Juan Bravo, Segovia|0-00-00
412|Agustín Moreto|El lindo don Diego|2005|Denis Rafter|Darek Teatro|nan|nan|0-00-00
413|Agustín Moreto|No puede ser el guardar a una mujer|2008|José Bornás|Apata Teatro|nan|nan|0-00-00
414|Agustín Moreto|No puede ser el guardar a una mujer|2009|José Bornás|Nacho Vilar Producciones|nan|nan|0-00-00
415|Agustín Moreto|El lindo don Diego|19 de enero de 2013|Carles Alfaro|Compañía Nacional de Teatro Clásico (CNTC)|Festival Internacional de Teatrio Clásico de Almagro|Teatro Pavón, Madrid|0-00-00
416|Agustín Moreto|De fuera vendrá|25 de julio de 2014|Ángel Garcia Suárez|Escarramá Teatro|Festival Internacional de Teatro Clásico de Almagro|Festival Internacional de Teatro Clásico de Almagro|0-00-00
417|Agustín Moreto|El lindo don Diego|4 de febrero de 2017|Eva del Palacio|Morboria Teatro yCNTC|Festival de Teatro Clásico de Olmedo|Teatro José María Rodero de Torrejón de Ardoz, Madrid|0-00-00
418|Agustín Moreto|De fuera vendrá quien de casa nos echará|3 de febrero de 2018|Eva del Palacio|Morboria Teatro|Festival de Teatro Clásico de Olmedo|Teatro José María Rodero de Torrejón de Ardoz, Madrid|0-00-00
419|Agustín Moreto|El desdén con el desden|12 de marzo de 2019|Iñaki Rikarte|JCNTC|nan|Teatro de la Comedia, Madrid|0-00-00
420|Agustín Moreto|El lindo don Diego|19 de julio de 2019|Santiago Doria|Compañia Argentina de Teatro Clásico|Festival Internacional de Teatro Clásico de Almagro|Festival Internacional de Teatro Clásico de Almagro|0-00-00
421|Agustín Moreto|No puede ser el guardar a una mujer|2019|Antonio León|Corrales de Comedias Teatro|nan|nan|0-00-00
422|Pedro Calderón de la Barca| La vida es sueño| 30 de marzo de 2000| Emilio del Valle| Producciones Inconstantes|nan| Teatro Principal de Burgos|0-00-00
423|Pedro Calderón de la Barca|La vida es sueño|4 de mayo del 2000|José María Ortega de la Cruz|Teatro Español Salesiano de Ronda|Festival de Música y Teatro Sacro y Ritual de Riogordo|La nave del teatro de Riogordo|0-00-00
424|Pedro Calderón de la Barca|Los entremeses|13 de enero del 2000|José Antonio Raynaud|La Garnacha|nan|Teatro de Sevilla|0-00-00
425|Pedro Calderón de la Barca|Las mañanas de abril|4 de octubre del 2000|nan|Andrea D'Odorico Producciones|nan|Teatro Villamarta de Jerez de la Frontera, Cádiz|0-00-00
426|Pedro Calderón de la Barca| La vida es sueño| 27 de marzo de 2000| Calixto Bieito|Compañía Nacional de Teatro Clásico (CNTC)|nan| Teatre Romea de Barcelona|0-00-00
427|Pedro Calderón de la Barca| La dama duende| 14 de abril de 2000| José Luis Alonso de Santos|Compañía Nacional de Teatro Clásico (CNTC)|nan|Teatro Salón Cervantes de Alcalá de Henares|0-00-00
428|Pedro Calderón de la Barca| La cena del rey Baltasar| 23 de junio de 2000| Luis Dorrego| Alcantarilla Teatro|nan| Patio de Santo Tomás de Villanueva de la Universidad Cisneriana de Alcalá|0-00-00
429|Pedro Calderón de la Barca| IV Centenario del nacimiento de Calderón de la Barca| 17 de enero de 2000|nan|Compañía Nacional de Teatro Clásico (CNTC)|nan| Teatro de la Comedia de Madrid|0-00-00
430|Pedro Calderón de la Barca| En la voz también hay dicha: contando a Calderón| 19 de marzo de 2000| Ernesto Rodríguez Abad| Ernesto Rodríguez Abad|nan| Teatro Apolo de Almería|0-00-00
431|Pedro Calderón de la Barca| El mayor tesoro escondido| 16 de marzo de 2000| Ricardo Pereira| La Luna Teatro|nan| Teatro Principal de Zaragoza|0-00-00
432|Pedro Calderón de la Barca| El príncipe constante|nan| Jorge Listopad| Companhia de Teatro de Almada|nan|nan|0-00-00
433|Pedro Calderón de la Barca| El monstruo de los jardines| 10 de julio de 2000| Ernesto Caballero| RESAD|nan| Teatro Municipal de Almagro|0-00-00
434|Pedro Calderón de la Barca| El mayor hechizo, amor| 28 de abril de 2000| Fernando Urdiales| Teatro Corsario|nan| Teatro Calderón de la Barca de Valladolid|0-00-00
435|Pedro Calderón de la Barca| El mágico prodigioso| 1 de octubre de 2000| Daniel Bohr| Fila Siete|nan|Teatro Guimerá de Santa Cruz de Tenerife|0-00-00
436|Pedro Calderón de la Barca| El gran teatro del mundo| 15 de diciembre de 2000| Valentín Redín| Lebrel Blanco|nan| Iglesia de Santa María de Tafalla (Navarra)|0-00-00
437|Pedro Calderón de la Barca| El galán fantasma| 24 de julio de 2000| Ana María Boudeguer| Teatro Sanpol|nan| Patio de Fúcares de Almagro|0-00-00
438|Pedro Calderón de la Barca| El galán fantasma| 11 de julio de 2000| David Bello| Veranos de la Villa|nan| Parque Emir Mohamed I de Madrid|0-00-00
439|Pedro Calderón de la Barca|El alcalde de Zalamea|21 de septiembre de 2000|Sergi Belbel|Compañía Nacional de Teatro Clásico (CNTC)|nan|Teatre Nacional de Catalunya de Barcelona|0-00-00
440|Pedro Calderón de la Barca| El alcalde de Zalamea| 30 de septiembre de 2000| Francisco Portes| Compañía Francisco Portes|nan|"Teatro José María Rodero de Torrejón de Ardoz (Madrid)
"|0-00-00
441|Pedro Calderón de la Barca| Celos aun del aire matan| 4 de octubre de 2000| Pier Luigi Pizzi| Teatro Real|nan| Teatro Real de Madrid|0-00-00
442|Pedro Calderón de la Barca| Céfalo y Pocris| 10 de marzo de 2000| Agustín Iglesias| Teatro Guirigai|nan| Centro Cultural Galileo (Madrid)|0-00-00
443|Pedro Calderón de la Barca|Súbete a la barca de Calderón|nan|Stella Manaut|Estudio de Teatro|nan|nan|0-00-00
444|Pedro Calderón de la Barca| Calderón, ¿enamorado?| 17 de marzo de 2000| Amaya Curieses, José Maya| Zampanó Teatro|Jornadas de Siglo de Oro| Auditorio Maestro Padilla de Almería|0-00-00
445|Pedro Calderón de la Barca, Ánxeles Cuña, Fina Calleja|Sexismunda|26 de octubre de 2001|Áxeles Cuña Bóveda|Sabarela|nan|Teatro Rosalía de Castro de A Coruña|0-00-00
446|Pedro Calderón de la Barca, Bertolt Brecht; Peter Handke; Miguel Hernández; Gabriel Ferreter; Jaime Gil de Biedma; Harold Pinter; José Agustín Goytisolo; William Shakespeare|Paraules… senzillament paraules|17 de marzo de 2001|Xavier Ricart|Orfeó Badaloní. Centre Parroquial de Sant Josep|nan|entre Parroquial Sant Josep de Badalona (Barcelona)|0-00-00
447|Pedro Calderón de la Barca| La vida es sueño|nan| Orlando Atocha|Teatro del Contrajuego|nan| Teatro del Contrajuego|0-00-00
448|Pedro Calderón de la Barca| La vida es sueño| 2 de junio de 2001| Paz Carrero Eras| Teatro Escuela Libre de Alcalá (T.E.L.A.)|nan|Patio Santo Tomás de Villanueva de Alcalá de Henares (Madrid)|0-00-00
449|Pedro Calderón de la Barca| La nave de los locos|nan| Luis Dorrego| Teatro de Encargo|nan|nan|0-00-00
450|Pedro Calderón de la Barca| Fieras afemina amor|nan| Juan Pedro de Aguilar| Juan Pedro Aguilar|nan|nan|0-00-00
451|Pedro Calderón de la Barca| El gran teatro del mundo| 8 de marzo de 2001|nan| Grup Tragapinyols|nan| Auditori Municipal de Vinarós (Castellón)|0-00-00
452|Pedro Calderón de la Barca| El dragoncillo| 22 de agosto de 2001|nan| Alcantarilla Teatro|nan| Hospital de Antezana de Alcalá de Henares (Madrid)|0-00-00
453|Pedro Calderón de la Barca|Desventuras y andanzas de Villegas y Quiñones, cuando en el siglo XVII se hacían calderones; Desventuras y andanzas de Villagas y Quiñones cuando en el XVII se hacían Calderones| 16 de febrero de 2001| Eduardo Usillos| Producciones Nun Tris|nan| Teatro Palacio ValdÃ©s de AvilÃ©s (Asturias)|0-00-00
454|Pedro Calderón de la Barca| Casa con dos puertas mala es de guardar| 3 de marzo 2001| Antonio León| Corral de Comedias Teatro (C + C)|nan| Corral de Comedias de Almagro, Ciudad Real|0-00-00
455|Pedro Calderón de la Barca| La vida es sueño|nan| Kei Jinguji| Ksec Act|nan| Ksec Act|0-00-00
456|Pedro Calderón de la Barca| Entremeses variados| 4 de enero de 2002| Jesús Amate| Compañía Benamate|nan| CompaÃ±Ã­a Benamate|0-00-00
457|Pedro Calderón de la Barca| El escondido y la tapada| 6 de abril de 2002| Manuel Canseco| Compañía de Manuel Canseco| XIX Jornadas de Teatro del Siglo de Oro| Auditorio Maestro Pradilla|0-00-00
458|Pedro Calderón de la Barca| Casa con dos puertas mala es de guardar| 19 de octubre de 2002| Alfonso Zurro| Rosas de Otoño|nan| Centro Cultural de la Villa de Madrid|0-00-00
459|Pedro Calderón de la Barca| La vida es sueño| 16 de septiembre de 2003| César Diéguez| Asociación Cultural Conde de Aranda, Con Esa imaginación|nan| Teatro Infanta Isabel de Madrid|0-00-00
460|Pedro Calderón de la Barca| La dama duende| 7 de octubre de 2003| Ana María Boudeguer| La Bicicleta|nan| Teatro Sanpol de Madrid|0-00-00
461|Pedro Calderón de la Barca| El alcalde de Zalamea| 30 de enero de 2003| Gustavo Pérez Puig, Mara Recatero| Teatro Español|nan| Teatro Español|0-00-00
462|Pedro Calderón de la Barca| Cornudo, apaleado y satisfecho| 15 de julio de 2003| Fernando Rojas| Enrique y Alain Cornejo, Teatro del Arte| Veranos de la Villa| Corral de Comedias del Rollo, Madrid|0-00-00
463|Pedro Calderón de la Barca| Los encantos de la culpa| 28 de octubre de 2003| José Antonio Hernández Sayagués| Garufa Teatro|nan| Teatro Caja Duero de Salamanca|0-00-00
464|Pedro Calderón de la Barca| Sueño del duque de Belaqua| 21 de octubre de 2003| Virginia Nölting, Javier Parra| Anthares Teatro|nan| Anthares Teatro|0-00-00
465|Pedro Calderón de la Barca| La vida es sueño| 13 de julio de 2004| Francesco Pititto, María Federica Maestri| Lenz Rifrazioni| Festival Internacional de Teatro Clásico de Almagro| Lenz Rifrazioni|0-00-00
466|Pedro Calderón de la Barca| La hija del aire| 21 de diciembre de 2004| Jorge Lavelli| Teatro San Martín|nan| Teatro San Martín|0-00-00
467|Pedro Calderón de la Barca| La edad de oro| 19 de junio de 2004| Eusebio Lázaro| Compañía Eusebio Lázaro| Festival Clásicos en Alcalá| Compañía Eusebio Lázaro|0-00-00
468|Pedro Calderón de la Barca| La cena del rey Baltasar| 15 de junio de 2004| Antonio Barrios| Teatro Par|nan| Patio de los Naranjos de la Mezquita de Córdoba|0-00-00
469|Pedro Calderón de la Barca| El astrólogo fingido| 18 de junio de 2004| Gabriel Garbisu| Producciones Amara| Festival Clásicos en Alcalá| Teatro Universitario Lope de Vega de Alcalá de Henares (Madrid)|0-00-00
470|Pedro Calderón de la Barca| Con quien vengo, vengo| 18 de junio de 2004| José A. Raynaud| Tetrápolis| Festival de Teatro Clásico de Cáceres| Cáceres|0-00-00
471|Pedro Calderón de la Barca| La vida es sueño| 26 de noviembre de 2005| Agustín Iglesias| Guirigai Teatro|nan| Teatro Principal de Santos de Maimona (Badajoz)|0-00-00
472|Pedro Calderón de la Barca| La vida es sueño| 17 de junio de 2005| Gabriel Garbisu| Producciones Amara| Festival de Teatro Clásicode Cáceres| Plaza de las Veletas de Cáceres|0-00-00
473|Pedro Calderón de la Barca| La vida es sueño| 8 de julio de 2005|nan| Centro Dramático de Aragón| Festival Internacional de Teatro Clásico de Almagro|Teatro Municipal de Almagro|0-00-00
474|Pedro Calderón de la Barca| La dama duende| 27 de agosto de 2005| Marta Torres| A Priori Producciones| Feria de Teatro de Castilla y León|Teatro Nuevo de Ciudad Rodrigo|0-00-00
475|Pedro Calderón de la Barca| El gran teatro del mundo|nan| Kike Lera| Desguace Teatro|nan|nan|0-00-00
476|Pedro Calderón de la Barca| El galán fantasma| 4 de febrero de 2005| Pepa Calvo Pizarro| Teatre del Repartidor|nan| Teatre Tantarantana de Barcelona|0-00-00
477|Pedro Calderón de la Barca| Andrómeda y Perseo|nan| Juan Carlos Villanueva| Trápala Teatro|nan|nan|0-00-00
478|Pedro Calderón de la Barca| Amar después de la muerte| 21 de octubre de 2005| Eduardo Vasco|Compañía Nacional de Teatro Clásico (CNTC)|nan|Teatro Pavón de Madrid|0-00-00
479|Pedro Calderón de la Barca| Acordei que sonhava, Desperté del sueño| 1 de marzo de 2005| Claudia Schapira| Núcleo Bartolomeu de Depoimentos| Teatralia, Festival de Artes Escénicas para Niños y Jóvenes| Teatro Triángulo de Madrid|0-00-00
480|Pedro Calderón de la Barca| La rabia| 30 de junio de 2006| José Antonio Raynaud| Perséfone| Festival de Teatro Clásico de Cáceres|Plaza de Santa María de Cáceres|0-00-00
481|Pedro Calderón de la Barca| La gran Cenobia|nan| Carlos Alonso Callero| José Estruch, RESAD|nan|nan|0-00-00
