id|Autor/a|Obra|Fecha de estreno|Dirección|Compañía|Festivales|Lugar de estreno|fechaFormat
165|Tirso de Molina |Don Gil de las calzas verdes||Francisco García Vicente |Esceula Superior de Arte Dramático de Murcia, ESAD|||
166|Tirso de Molina |El burlador de Sevilla||Hadi Kurich|Teatro de la Tormenta, Xananda|||
167|Tirso de Molina |El burlador de Sevilla|28 de junio de 2008|Emilio Hernández|Pentación|Featival de Teatro Clásico de Almagro|Almagro, Ciudad Real|28-06-2008
168|Tirso de Molina |El burlador de Sevilla|22 de febrero de 2008|Dan Jemmett|Teatro de la Abadía||Teatro de la Abadía de Madrid|22-02-2008
169|Tirso de Molina |La mujer por fuerza|7 de marzo de 2008|José Maya|Brazodoble Producciones||Corral de Comedias de Alcalá de Henares, Madrid|
170|Tirso de Molina |La prudencia en la mujer |20 de junio de 2008|Alberto González Vergel |Eskene||Plaza de San Jorge de Cáceres|20-06-2008
171|Tirso de Molina |Los balcones de Madrid||Ángel Gutiérrez|Teatro de Cámara, Chéjov|||
172|Tirso de Molina |La celosa de sí misma|24 de julio de 2009|Marta Torres|A Priori Producciones, Teatro de Malta||Corral de Comedias de Almagro, Ciudad Real|24-07-2009
173|Tirso de Molina |El condenado por desconfiado |5 de febrero de 2010|Carlos Aladro|CNTC||Teatro Pavón de Madrid|
174|Tirso de Molina |El joven burlador ||Daniel Gallo Orrego|Compañía de Teatro La Calderona, Escuela de Teatro de la Universidad Católica de Chile|||
175|Tirso de Molina |El burlador de Sevilla|27 de noviembre de 2012|Gonzala Martín Sherman|Factoría Teatro||Sala Capitol de Cáceres|27-11-2012
176|Tirso de Molina |El burlador de Sevilla |1 de novimebre de 2014|Antonio León|Corrales de Comedias Teatro||Casa de la Cultura de Almuñécar, Granada|11-09-2014
177|Tirso de Molina |El pretendiente al revés||José Maya|Brazodoble Producciones|||
178|Tirso de Molina |Crónica de una casa real: La venganza de Tamar y Los cabellos de Absalón ||Gustavo Galindo y Mamen Camacho|Teatro Galo Real|||
179|Tirso de Molina |El burlador de Sevilla |1 de octubre de 2015|Darío Facal|Teatro Español||Teatro Español de Madrid|10-01-2015
180|Tirso de Molina |Marta la piadosa||Amaya Curieses|Los Barracos|||
181|Tirso de Molina |El burlador de Sevilla|13 de abril de 2018|Josep María Mestres|CNTC||Teatro de la Comedia de Madrid|13-04-2018
182|Tirso de Molina |El amor médico|3 de septiembre de 2019|Hugo Nieto|Ensamble Bufo||Corral de Cervantes, Madrid|
183|Tirso de Molina |Don Gil de las calzas verdes||Asun García|La Teatrera|||
184|Tirso de Molina |Mujeres del Siglo de Oro-  fragmento de Don Gil de las calzas verdes|18 de septiembre de 2020|Jesús Peña|Teatro Corsario||Biblioteca Pública de Ávila|
185|Tirso de Molina |El burlador de Sevilla |3 de julio de 2022|Xavier Albertí|CNTC|Festival Grec|Teatro Grec de Barcelona|
186|Tirso de Molina |El vergonzoso en palacio|16 de julio de 2022|Carlota Gaviño e Íñigo Rodríguez-Claro|Grumelot||Sala Nave 73 de Madrid|16-07-2022
187|Tirso de Molina |La celosa de sí misma|22 de julio de 2022|Santiago Doria|Compañía Argentina de Teatro Clásico|Festival Internacional de Teatro Clásico de Almagro|Corral de Comedias de Almagro, Ciudad Real|22-07-2022
188|Tirso de Molina |Las burladas de don Juan|2 de julio de 2022|Sonia Rubio Malagón|Duelos y Quebrantos||Centro Cultural Gilitos de Alcalá de Henares, Madrid|27-06-2022
189|Francisco de Rojas Zorrilla|Abre el ojo ||Francisco Plaza|Amar teatro; Producciones Inconstantes|||
190|Francisco de Rojas Zorrilla|Abre el ojo|21 de marzo de 2003|Javier Mateo|Aula de teatro de la Universidad de Almería|Jornadas de Teatro del Siglo de Oro|Teatro Apolo de Almería (Andalucía)|21-03-2003
191|Francisco de Rojas Zorrilla|Abre el ojo|28 de febrero de 2004|Antonio Barrios |Teatro Par||Teatro Garnelo de Montilla, Córdoba (Andalucía)|28-02-2004
192|Francisco de Rojas Zorrilla|Donde hay agravios no hay celos, y amo criado||Nacho Sánchez Pascual|ComicAstros|||
193|Francisco de Rojas Zorrilla|Del rey abajo, ninguno|28 de junio de 2007|Laila Ripoll|CNTC|Festival Internacional de Teatro Clásico|Almagro, Ciudad Real (Castilla La Mancha)|28-06-2007
194|Francisco de Rojas Zorrilla|Entre bobos anda el juego||José Luis Fernández|In Vitro Teatro|||
195|Francisco de Rojas Zorrilla|La ventana Rojas||Eva del Palacio|Morboria Teatro|||
196|Francisco de Rojas Zorrilla|Morir pensando matar |19 de junio de 2007|Ernesto Caballero|Compañía Siglo de Oro, RESAD|Festival Clásicos en Alcalá|Corral de COmedias de Zapateros de Alcalá de Henares (Madrid)|19-06-2007
197|Francisco de Rojas Zorrilla|Entre bobos anda el juego||Amelia Die|Zurdos Contrariados|||
198|Francisco de Rojas Zorrilla|Sin honra no hay amistad||Juanma Navas|Rezuma Teatro|||
199|Francisco de Rojas Zorrilla|Abre el ojo |25 de noviembre de 2011|Rafael Rodríguez|2rc Teatro Compañía de Repertorio||Teatro Cuyás de Las Palmas de Gran Canaria, Las Palmas (Islas Canarias)|25-11-2011
200|Francisco de Rojas Zorrilla|Donde hay agravios no hay celos||Liuba Cid|Mephisto Teatro|||
201|Francisco de Rojas Zorrilla|Abre el ojo|8 de agosto de 2012|Javier Mateo|Doble K Teatro|Festival Internacional de Teatro, Músia y Danza de San Javier|Auditorio Parque Almansa de San Javier (Murcia)|
202|Francisco de Rojas Zorrilla|Obligados y ofendidos|19 de julio de 2012|Francisco Lidón Plaza|Aula de Teatro de Arquitectura de la Universidad Politécnica de Madrid|Campaña Las Huellas de La Barraca|Ermita de La Magdalena de Almagro|19-07-2012
203|Francisco de Rojas Zorrilla|Celos y agravios ||Liuba Cid|Mephisto teatro|Festival Internacional de Teatro Clásico de Cáceres|Cáceres (Extremadura)|
204|Francisco de Rojas Zorrilla|Donde hay agravios no hay celos|3 de julio de 2014|Helena Pimenta|CNTC|Festival Internacional de Teatro Clásico |Hospital de San Juan de Almagro, Ciudad Real (Castilla La Mancha)|
205|Francisco de Rojas Zorrilla|Los áspides de Cleopatra|7 de septimbre de 2013 (Buenos Aires) 12 de enero de 2014 (España)|Guillermo Heras|CNTC||Teatro Pavón (Madrid)|
206|Francisco de Rojas Zorrilla|Donde hay agravios no hay celos|1 de julio de 2017|Macarena Pérez Bravo y Josemi Rodríguez|Pata Teatro||Patio de Arcos del Colegio Prácticas nº1 de Málaga (Andalucía)|
207|Francisco de Rojas Zorrilla|Entre bobos anda el juego|28 de septiembre de 2018|Eduardo Vasco|CNTC||Teatro Salón Cervantes de Alcalá de Henares (Madrid)|28-09-2018
208|Francisco de Rojas Zorrilla|Guateque 69|17 de julio de 2018|Gorka Martín |Sinsorgadas y Producciones|AlmagrOff|Silo de Almagro, Ciudad Real (Castilla La Mancha)|17-07-2018
209|Francisco de Rojas Zorrilla|Numancia ocupada||Pedro Hofhuis|Jóvenes Clásicos|||
210|Francisco de Rojas Zorrilla|Entre bobos anda el juego |10 de junio de 2021|Paco Carrillo|Verbo Producciones|Festival de Teatro Clásico de Cáceres|Cáceres (Extremadura)|10-06-2021
211|Francisco de Rojas Zorrilla|Abre el ojo |25 de noviembre de 2022|Eduardo Vasco|Noviembre Teatro||Teatro Calderón de Valladolid, Valladolid (Castilla y León)|25-11-2022
212|Francisco de Rojas Zorrilla|Amo y criado ¡Dónde hay agravios no hay celos!|24 de junio de 2022|Eduardo Vasco|Teatro Libre de Bogotá||Teatro Salón Cervantes de Alcalá de Henares (Madrid)|
213|Francisco de Rojas Zorrilla|Los bandos de Verona|27 de junio de 2024|Daniel Alonso de Santos|Secuencia 3|Festival Iberoamericano del Siglo de Oro. Clásicos en Alcalá||27-06-2024
214||||||||
215||||||||
216|Miguel de Cervantes|D. Q. Don Quijote en Barcelona|30 de septiembre de 2000|Àlex Ollé y Carlos Padrissa|La Fura dels Baus||Gran Teatre del Liceu de Barcelona|30-09-2000
217|Miguel de Cervantes|Don Quijote|23 de febrero de 2000|Pedro Halffter Caro|Teatro Real||Teatro Real de Madrid|23-02-2000
218|Miguel de Cervantes|Don Quijote, una historia infinita |20 de octubre de 2000|Gianni Fransceschinni|Teatro Achiperre||Teatro Principal de Zamora|20-10-2000
219|Miguel de Cervantes|El retablo de Maese Pedro|15 de diciembre de 2000|Ferrer Ferran |Bambalina Titelles||Centro Social de Castelló de Rugat (Valencia)|15-12-2000
220|Miguel de Cervantes|Imagina libros|||????????|||
221|Miguel de Cervantes|Don Quijote, El Quijote (fragmentos)|21 de mayo de 2000||CNTC||Teatro de la Comedia|21-05-2000
222|Miguel de Cervantes|Maravillas de Cervantes. Entremeses, magias, habladurías, elecciones, celos, hipocresía y otras fiestas|30 de marzo de 2000|Joan Font|CNTC||Teatro de la Comedia (Madrid)|30-03-2000
223|Miguel de Cervantes|Odón, Quijote|11 de septiembre de 2000|Joan Sors|Clownx|Fira de Teatre al Carrer|Espai Infantil de Tàrrega (Lleida)|11-09-2000
224|Miguel de Cervantes|Quijote|17 de marzo de 2000|Severiano García|Delirium Teatro||La Granja de Santa Cruz de Tenerife|17-03-2000
225|Miguel de Cervantes|Rinkonete y Kortadillo|8 de enero de 2000|Antonio Saura|Alquibla Teatro||Teatro Municipal de San Pedro de Pinatar (Murcia)|
226|Miguel de Cervantes|Caprichos de Cervantes|6 de marzo de 2001||Teatro Galileo |Feira do Teatro de Galicia|Teatro Galileo (Santiago de Compostela)|
227|Miguel de Cervantes|Cervantes en vivo|16 de junio de 2001||Chácena Teatro|Ciclo Clásicos en Alcalá|Hospital de Antezana, Alcalá de Henares (Madrid)|16-06-2001
228|Miguel de Cervantes|Don Quijote 2000|6 de junio de 2001|Juan J. Martín Uceda|Escuela Municipal de Teatro de Roquetas de Mar||Teatro Apolo de Almería|
229|Miguel de Cervantes|Don Quijote, Don Quijote de la Mancha |10 de noviembre de 2001||Anade|Feria de Teatro de Castilla-La Mancha|Pabellón Calle Numancia de Toledo|10-11-2001
230|Miguel de Cervantes|Don Quijote el caballero|12 de octubre de 2001|Antonio Laguna y César Gómez|Caja Negra|Muestra Provincial de Teatro|Auditorio Torres López de Tomelloso (Ciudad Real)|12-10-2001
231|Miguel de Cervantes|El hombre que tenía vacíos los aposentos de la cabeza|10 de noviembre de 2001|Jesús Arbués|Producciones Viridiana, Teatro Inestable||Teatro Marín de Teruel |10-11-2001
232|Miguel de Cervantes|El canto del cisne|5 de mayo de 2001|Fernando Vegal|Teatro de los Buenos Aires||Teatro Alhambra de Granada|
233|Miguel de Cervantes|La guarda cuidadosa|16 de junio de 2001|Carlos Mochales|Chácena Teatro||Hospital de Antezana, Alcalá de Henares (Madrid)|16-06-2001
234|Miguel de Cervantes|Retablo de las maravillas|20 de junio de 2001|Miguel Serrano|Instante-Zambra||Corral de Carbón de Granada|20-06-2001
235|Miguel de Cervantes|Aventuras de don Quijote y Sancho, Don Quijote|8 de octubre de 2002|Ana María Boudeguer|Asociación cultural La Bicicleta||Sala Sanpol de Madrid|
236|Miguel de Cervantes|Delirio de don Quijote y Sancho Panza, Don Quijote||María Elena Diardes|La Recua Teatro|||
237|Miguel de Cervantes|Don Quijote|26 de enero de 2002|Carlo Boso|Teatro del Finikito||Teatro La Galera de Alcalá de Henares (Madrid)|26-01-2002
238|Miguel de Cervantes|Don Quijote, Don Quijote de la Mancha ||Quim Peñart |Teatro de los Caminos|||
239|Miguel de Cervantes|Don Quijote, Don Quijote en las bodas de Camacho||Pep Oriol |L´Òpera de Tres Rals|||
240|Miguel de Cervantes|El juez de los divorcios; El retablo de las maravillas; El viejo celoso; La cueva de Salamanca; Los malcasados; Retablo cervantino||Juan Pedro de Aguilar|CNTC|||
241|Miguel de Cervantes|La Gitanilla||Rafael Ruiz|Zascandil|||
242|Miguel de Cervantes|Rinconete y Cortadillo|6 de noviembre de 2002|Juan Manuel Álvarez|Titirimundi Teatro||Teatro Gutierre de Alba, Alcalá de Guadaira (Sevilla)|
243|Miguel de Cervantes|Cómicos y maleantes||Jesús Arbúes|Producciones Viridiana|||
244|Miguel de Cervantes|Con una sola mano|2 de mayo de 2003|Hernán Gené de Lucca|Extra-Vagante Teatro|||
245|Miguel de Cervantes|Cueva de Salamanca |13 de octubre de 2003|Val Núñez y José Manuel Burgos|Maru-Jasp||Teatro La Galera de Alcalá de Henares (Madrid)|13-10-2003
246|Miguel de Cervantes|Don Quijote|12 de diciembre de 2003|Ángel Gutierrez|Teatro de Cámara Chéjov||Teatro de Cámara Chéjov (Madrid)|
247|Miguel de Cervantes|Don Quijote y la búsqueda de Marcela, Don Quijote|27 de septiembre de 2003|Rubén Castro Ilizaliturri|Firewalk Theatre||Mostra Rialles de Cerdanyola del Vallès|27-09-2003
248|Miguel de Cervantes|El molino|20 de septiembre de 2003|Fátima Colomo|Camaleón Teatro|||
249|Miguel de Cervantes|El retablo de las maravillas|||Perséfone Teatro|||
250|Miguel de Cervantes|El sereno|13 de octubre de 2003|Val Núñez y José Manuel Burgos|Maru-Jasp||Teatro La Galera de Alcalá de Henares (Madrid)|13-10-2003
251|Miguel de Cervantes|Quijote, Don Quijote|4 de octubre de 2003|Santiago Sánchez|L`Om -Imprebís||Teatro Lope de Vega de Alcalá de Henares (Madrid)|
252|Miguel de Cervantes|Rinconete y Cortadillo||Toni Sánchez|Zascandil|||
253|Miguel de Cervantes|Señor Quijote mío, Don Quijote||Girardo Guerrero|Perro Teatro, A. C|||
254|Miguel de Cervantes|Don Quijote (Leyenda para cinco voces), Don Quijote|6 de julio de 2004|Felipe B. Pedraza Jiménez|Rapsodas|Festival de Teatro Clásico|Corral de Comedias de Almagro|
255|Miguel de Cervantes|El juez de los divorcios ||Domingo Ortega |Grupo de Teatro de la Universidad Carlos III|||
256|Miguel de Cervantes|El retablo de las maravillas ||Domingo Ortega |Grupo de Teatro de la Universidad Carlos III|||
257|Miguel de Cervantes|El viejo celoso|23 de diciembre de 2004|Etelvino Vázquez|Teatro del Norte||Centro Cultural Cjastur de la Colegiata del San Juan Bautista de Gijón (Asturias)|
258|Miguel de Cervantes|El viejo celoso|5 de noviembre de 2004|Manuel Canseco|Asociación de Autores de Teatro|V Salón Internacional del Libro Teatral|Círculo de Bellas Artes|
259|Miguel de Cervantes|Exemplaridades cervantinas|23 de enero de 2004|Andrés Cienfuegos|La Quimera||Teatro Bergidu, de Ponferrada (León)|23-01-2004
260|Miguel de Cervantes|La cueva de Salamanca||J. A. Raynaud|Perséfone|||
261|Miguel de Cervantes|La edad de oro, Don Quijote|19 de junio de 2004|Eusebio Lázaro|Compañía Eusebio Lázaro|Festival Clásicos en Alcalá|Corral de Zapateros de Alcalá de Henares (Madrid)|19-06-2004
262|Miguel de Cervantes|Don Quijote, La pasión según don Quijote||Emilio Hernández|Sociedad Estatal de Connmemoraciones Culturales, Armonía||Teatro de La Abadía|
263|Miguel de Cervantes|Laberinto de amor||Juan Pastor|Guindalera Escena Abierta|||
264|Miguel de Cervantes|Morir cuerdo y vivir loco|13 de enero de 2004|Fernando Fernán Gómez|Centro Dramático de Aragón y Centro Dramático Nacional ||Teatro Principal de Zaragoza|13-01-2004
265|Miguel de Cervantes|Pedro de Urdemalas; Pedro, the Great Pretender  |1 de septiembre de 2004 en Inglaterra. 30 de octubre de 2004 en España|Mike Alfreds |Royal Shakespeare Company|Festival de Otoño|En Stratfor-upon-Avon (Inglaterra). Teatro Español de Madrid (España)|
266|Miguel de Cervantes|El retablo de las maravillas. Cinco variaciones sobre un tema de Cervantes|9 de enero de 2004|Alberto Boadella|Els Joglars||Teatro Lope de Vega (Sevilla)|
267|Miguel de Cervantes|Cervantes entre palos||Jesús Salgado|Teatro del Duende|||
268|Miguel de Cervantes|Cervantes insólito|13 de mayo de 2005|María Laura González y Tomás Sendarrubias|Argos Teatro||Teatro Salón Cervantes de Alcalá de Henares (Madrid)|13-05-2005
269|Miguel de Cervantes|Curioso retablo|21 de mayo de 2005|Luis Alonso|Teatro Independiente Alcalaíno TIA, Asociación Cultural||Teatro Salón Cervantes de Alcalá de Henares (Madrid)|21-05-2005
270|Miguel de Cervantes|Don Quijote||Juan Manuel Álvarez|Titirimundi Teatro|||
271|Miguel de Cervantes|Don Quijote ||Jon Sarasti|Galápagos Cálido|||
272|Miguel de Cervantes|Don Quixote, Don Quijote|17 de junio de 2005|John Mowat|Companhia do Chapitô||Corral de Zapateros de Alcalá de Henares (Madrid)|17-06-2005
273|Miguel de Cervantes|El caballero de la triste figura ????|20 de marzo de 2005|Marcelo Rocca|El Retablo de la Ventana ||Teatro Juan Bravo (Segovia)|20-03-2005
274|Miguel de Cervantes|El caballeru de la Murnia Figura ????||Inma Rodríguez y Toño Caamaño|Producciones Nun Tris|||
275|Miguel de Cervantes|El casamiento engañoso. El coloquio de los perros||Pepe Ortega|Solo y Cía|||
276|Miguel de Cervantes|El de la triste figura ????||Juan Margallo|Uroc Teatro|||
277|Miguel de Cervantes|El desposeído; The Unpossessed||Stacy Klein|Double Edge Theatre|||
278|Miguel de Cervantes|Don Quijote, El Quijote|||La Candelaria |||
279|Miguel de Cervantes|El viaje del Parnaso|7 de julio de 2005|Eduardo Vasco|CNTC|Festival Teatro Clásico|Corral de Comedias de Almagro (Ciudad Real)|
280|Miguel de Cervantes|El retablo de las maravillas|||La Compañía de la ETR|||
281|Miguel de Cervantes|El viejo celoso; Entremeses; La cueva de Salamanca; La guarda cuidadosa||Andrés Beladíez|La Barraca|||
282|Miguel de Cervantes|El viejo celoso|||Duelos y Quebrantos|||
283|Miguel de Cervantes|El viejo celoso; La compañía de Saavedra||Asunción Mieres|Aula de Teatro de la UEX|XVI Festival de Teatro Clásico de Cáceres||
284|Miguel de Cervantes|El viejo celoso; La cueva de Salamanca||Miguel Serrano|Teatro para un Instante||Corral del Carbón (Granada)|
285|Miguel de Cervantes|En un lugar de Sevilla|23 de abril de 2005|José Luis Losa|Edeteatro||Teatro Centro Virgen de los Reyes (Sevilla)|23-04-2005
286|Miguel de Cervantes|Entre pícaros y cómicos|12 de agosto de 2005|Antonoi Barrios|Teatro Par||Casa de las Campanas (Córdoba)|12-08-2005
287|Miguel de Cervantes|Entremeses|||Alharaca, Grupo de Teatro|||
288|Miguel de Cervantes|Entremeses: El viejo celoso, La cueva de Salamanca, Los habladores|||La Locandiera|||
289|Miguel de Cervantes|Impresión de don Quijote|25 de febrero de 2005|Francisco Plaza|Grupo Sona; Teatro Negro de Praga||Teatro Palacio Valdés de Avilés (Asturias)|25-02-2005
290|Miguel de Cervantes|La columna de El Manco ||Antonia Gómez|Varuma |||
291|Miguel de Cervantes|La cueva de Salamanca; La guarda cuidadosa||Arturo Castro|Teatro Margen|||
292|Miguel de Cervantes|La entretenida |2 de febrero|Helena Pimenta|CNTC||Teatro Pavón (Madrid)|
293|Miguel de Cervantes|La Gitanilla |23 de abril de 2005|Paco Macià|Compañía Ferroviaria de Artes Escénicas|Festival Cervantino de Ceutí|Murcia|23-04-2005
294|Miguel de Cervantes|La gracia que no quiso darme el cielo; Miguel de Cervantes, poesía escogida||Joaquín Vida|Joaquín Vida|||
295|Miguel de Cervantes|La Numancia||Javier Juárez|Kull d´Sac|||
296|Miguel de Cervantes|Las hazañas del caballero de La Mancha||Pascual Varo|El Carromato|||
297|Miguel de Cervantes|Los habladores|||Jara del Centro Extremeño de Alcalá de Henares. Grupo Teatro La|||
298|Miguel de Cervantes|Mi amigo Don Quijote||Claudia Massotto Franco|Arte Fusión Títeres|||
299|Miguel de Cervantes|Don Quijote, Pasajes del Quijote||José Antonio Adamuz|Almocafre|||
300|Miguel de Cervantes|¡Quijote!||Cora Herrendorf|Teatro Núcleo|||
301|Miguel de Cervantes|Quijote||Marcelo Díaz|Teloncillo, Achiperre|||
302|Miguel de Cervantes|Quijote, las mil aventuras|17 de mayo de 2005|Fulgencio Valares |Atakama Teatro||Teatro López de Ayala, Badajoz (Extremadura) |17-05-2005
303|Miguel de Cervantes|Quijote, un hidalgo de La Mancha; Quijote. El hidalgo de la Mancha||Wolf Helem y José Vijuesca|Teatro Clásico Madrid Hidra Lerna|||
304|Miguel de Cervantes|Retablo de maese Pedro o de cómo Ginesillo de Pasamonte conoció a don Quijote y lo que le aconteció|3 de diciembre de 2005|Paco Úbeda|La Tirita de Teatro|||
305|Miguel de Cervantes|Sancho Panza, el musical|9 de abril de 2005|José Luis Moral|Arte&Ocio||Teatro Nuevo Apolo (Madrid)|09-04-2005
306|Miguel de Cervantes|Sancho Panza, gobernador de la ínsula Barataria|||Grupo de Teatro Punto y Aparte|||
307|Miguel de Cervantes|Teatro con clase||Ignacio Almenar|Delirium Teatro|||
308|Miguel de Cervantes|Entremeses||Andreu A. Segura|Rafel Oliver Producciones|||
309|Miguel de Cervantes|Entremeses ||Domingo Ortega|Grupo de Teatro de las Universidad Carlos III|||
310|Miguel de Cervantes|Entremeses: La cueva de Salamanca, Los habladores y La guarda cuidadosa||Domingo Ortega|Grupo de Teatro de la Universidad Carlos III|||
311|Miguel de Cervantes|Don Quixote, Don Quijote|26 de octubre de 2007|Josep Galindo|West Yorkshire Playhouse; Mom|Festival de Otoño|Teatro Madrid|26-10-2007
312|Miguel de Cervantes|El viejo celoso||Margarita Rodríguez |Grupo Cultural Xana|||
313|Miguel de Cervantes|Numancia||Ken Kinguuji|Ksec Act|||
314|Miguel de Cervantes|Rinconete y Cortadillo en Tormes||María Barragñan|Esphera Teatro|||
315|Miguel de Cervantes|El licenciado Vidriera |8 de noviembre de 2009|Carlos Martín|Teatro del Temple||Centro Cívico Teodoro Sánchez Punter (Zaragoza)|
316|Miguel de Cervantes|Entremeses variados: La cueva de Salamanca; La guarda cuidadosa; Los habladores||dOMINGO Ortega|Sociedad Estatal de Servicios Culturales. SECC; Grupo de Teatro de la Universidad Carlos III|||
317|Miguel de Cervantes|Quijote||Simeón Spivak|Teatro de la Juventud de Fontanka|||
318|Miguel de Cervantes|Rinconete y Cortadillo; El licenciado Vidriera||Pepe Ortega|Ítaca Teatro|||
319|Miguel de Cervantes|Abrevia T|16 de marzo de 2010|Victor Manuel Dogar|Producciones Dogar||Teatro Bellas Artes (Madrid)|16-03-2010
320|Miguel de Cervantes|El coloquio de los perros|9 de octubre de 2010|Fefa Noia|Teatro de la Abadía|Semana Cervantina|Corral de Comedias, Alcalá de Henares (Madrid)|09-10-2010
321|Miguel de Cervantes|El imaginario de Cervantes|11 de septiembre de 2010|Sonia Sebastián|Teatro de Cámara Cervantes|Noche en Blanco|Sociedad Cervantina (Madrid)|11-09-2010
322|Miguel de Cervantes|El viejo celoso; El vizcaíno fingido; Entremeses de Cervantes; La cueva de Salamanca||Ernesto de Diego|Corrales de Comedias Teatro|||
323|Miguel de Cervantes|Don Quijote||Meng Jinghui|Compañía Nacional de Teatro de China |||
324|Miguel de Cervantes|El coloquio de los perros|21 de enero de 2011|Francisco Negro|Morfeo Teatro Clásico||Teatro Principal de Burgos (Burgos)|21-01-2011
325|Miguel de Cervantes|Entremeses: El vizcaíno fingido, El viejo celoso y La cueva de Salamanca||Alejandro Arestegui|Secuencia 3 Artes y Comunicació|||
326|Miguel de Cervantes|Numancia |9 de abril de 2011|José Luis Arellano García|Joven Compañía de Teatro de Parla||Teatro de la Casa de la Juventud de Parla (Madrid)|
327|Miguel de Cervantes|Cipión de Berganza (incluye los entremeses: El viejo celoso, El vizcaíno fingido y Los habladores)||Carlos Fernández de Castro|Tiempolírico|||
328|Miguel de Cervantes|Don Quijote|13 de diciembre de 2012|Ángel Gutierrez|Teatro de Cámara Chéjov|Festival UNIR Alumni|Sala Gonzalo de Berceo de Logroño (La Rioja)|13-12-2012
329|Miguel de Cervantes|El coloquio de los perros||Emilio del Valle|Producciones Inconstantes|||
330|Miguel de Cervantes|El viejo celoso||Miguel Fresneda|Cambaluz Teatro|||
331|Miguel de Cervantes|Entremeses|9 de noviembre de 2012|Del Colectivo|Zamamur Producciones ||Gran Teatro de Cáceres (Extremadura)|
332|Miguel de Cervantes|Gaudeamus||Jaime Santos|La Chana Teatro|||
333|Miguel de Cervantes|Don Quijote, Yo soy don Quijote, Yo soy Don Quijote de La Mancha|5 de julio de 2012|Luis Bermejo|Metrópolis Teatro|Festival de Teatro Clásico de Almagro|Antigua Universidad Renacentista de Almagro (Ciudad Real)|
334|Miguel de Cervantes|El coloquio de los perros |26 de marzo de 2013|Ramón Fontserè|CNTC, Els Joglars||Teatro Pavón de Madrid|26-03-2013
335|Miguel de Cervantes|El coloquio de los perros||Tagore González y David Orrico|Amanece Teatro|||
336|Miguel de Cervantes|Don Quijote de la Mancha, Don Quijote|7 de abril de 2014|José Luis Gómez|Centro Dramático Nacional, CDN||Teatro Pavón de Madrid|
337|Miguel de Cervantes|El coloquio de los perros|17 de junio de 2014|Ma Zhenghong y Alejandro González Puche|Laboratorio Escénico Univalle|Festival Internacional de Teatro Clásico|Teatro Municipal de Almagro (Ciudad Real)|17-06-2014
338|Miguel de Cervantes|Entremeses: La cueva de Salamanca, El viejo celoso y El retablo de las maravillas||José Luis Gómez|Teatro de la Abadía|Festival Clásicos en Alcalá||
339|Miguel de Cervantes|Don Quijote, Las locas historias de Don Quijote de La Mancha|22 de diciembre de 2014|Eva Rodríguez|Universalmix teatro||Centro Cultural La Vaguada de Madrid|22-12-2014
340|Miguel de Cervantes|El cerco de Numancia|19 de agosto de 2015|Paco Carrillo|Verbo Producciones|Festival Internacional de Teatro Clásico|Teatro Romano de Mérida (Badajoz)|19-08-2015
341|Miguel de Cervantes|Don Quijote, El sueño del Quijote|18 de octubre de 2015|César Deneken|El Jinete Verde||Teatro Villamarta de Jerez de la Frontera (Cádiz)|18-10-2015
342|Miguel de Cervantes|Ingenius gentleman don Quixote of La Mancha||Ian Nicholson|Little Soldier Productions|||
343|Miguel de Cervantes|La española inglesa. Las dos doncellas; Novelas ejemplares||Gonzala Martín Scherman|Factoría Teatro S. L|||
344|Miguel de Cervantes|Quijote, el vértigo de Sancho; Kixote;|9 de enero de 2015|José Ramón Martínez|Markeliñe||Zornotza Aretoa de Amorebieta-Etxano, Vizcaya (País Vasco)|09-01-2015
345|Miguel de Cervantes|Quijote aventuras|14 de noviembre de 2015|Severiano García Noda|Delirium Teatro||Auditorio Capitol de Tacoronte, Sanra Cruz de Tenerife (Islas Canarias)|14-11-2015
346|Miguel de Cervantes|El coloquio de los perros|26 de julio de 2016|Gastón Borges|Lacoz|Festival Almagro Off|Teatro La Veleta de Almagro (Ciudad Real)|26-07-2016
347|Miguel de Cervantes|El retablo de las maravillas|30 de enero de 2016|Francisco Negro|Morfeo Teatro Clásico||Teatro Principal de Burgos (Castilla y León)|30-01-2016
348|Miguel de Cervantes|El viejo celoso||Adriano Iurissevich|Compañía Reymala|||
349|Miguel de Cervantes|La conquista de Jerusalén||Juan Sanz|Antiqua Escena|||
350|Miguel de Cervantes|La gitanilla|26 de octubre de 2016|Paco Maciá|Arena Teatro; Compañía Ferroviaria|Festiva Medieval|Elche (Alicante)|26-10-2016
351|Miguel de Cervantes|Numancia|16 de abril de 2016|Juan Carlos Pérez de la Fuente|Teatro Español||Teatro Español (Madrid)|16-04-2016
352|Miguel de Cervantes|Pedro de Urdemalas  |28 de julio de 2016|Denis Rafter|Joven Compañía Nacional de Teatro Clásico,CNTC|Festival Internacional de Teatro Clásico|Corral de Comedias de Almagro (Ciudad Real)|28-07-2016
353|Miguel de Cervantes|Tratos|14 de septiembre de 2016|Ernesto Caballero|Centro Dramático Nacional, CDN||Centro Cultural Conde Duque (mADRID)|
354|Miguel de Cervantes|Amors & Humors||Abel Folk y Pep Planas|Ilerda Antiqua|||
